L	10	0	0	5	3000	240	0	-	-	-	-	84	10	1	40	1	1	1	1	1	1	1	1	1	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
-	11	0	0	5	2500	252	0	-	-	-	-	85	11	1	40	1	1	1	1	1	1	1	1	1	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
-	11	0	0	5	2000	264	0	-	-	-	-	86	12	1	40	1	1	1	1	1	1	1	1	1	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
-	12	0	0	6	1500	276	0	-	-	-	-	87	13	1	40	1	1	1	1	1	1	1	1	1	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
-	12	0	0	6	1000	288	0	-	-	-	-	88	14	1	40	1	1	1	1	1	1	1	1	1	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
-	11	0	0	6	3000	300	0	-	-	-	-	89	10	1	40	-	-	-	-	-	-	-	-	-	-	1	1	1	1	1	1	1	1	1	1	-	-	-	-	-	-
-	12	0	0	6	2500	312	0	-	-	-	-	90	11	1	40	-	-	-	-	-	-	-	-	-	-	1	1	1	1	1	1	1	1	1	1	-	-	-	-	-	-
-	12	0	0	6	2000	324	0	-	-	-	-	91	12	1	40	-	-	-	-	-	-	-	-	-	-	1	1	1	1	1	1	1	1	1	1	-	-	-	-	-	-
-	13	0	0	7	1500	336	0	-	-	-	-	92	13	1	40	-	-	-	-	-	-	-	-	-	-	1	1	1	1	1	1	1	1	1	1	-	-	-	-	-	-
T	13	0	0	7	1000	348	0	-	-	-	-	93	14	1	40	-	-	-	-	-	-	-	-	-	-	1	1	1	1	1	1	1	1	1	1	-	-	-	-	-	-
-	0	13	0	6	3000	300	1	6	6	150	200	104	20	2	45	-	-	-	1	1	1	1	1	1	1	1	1	1	1	1	-	-	-	-	-	-	-	-	-	-	-
-	0	13	0	6	2500	312	2	6	6	150	200	105	21	2	45	-	-	-	1	1	1	1	1	1	1	1	1	1	1	1	-	-	-	-	-	-	-	-	-	-	-
-	0	14	0	6	2000	324	3	6	6	100	200	106	22	2	45	-	-	-	1	1	1	1	1	1	1	1	1	1	1	1	-	-	-	-	-	-	-	-	-	-	-
-	0	14	0	7	1500	336	4	6	6	100	200	107	23	2	45	-	-	-	1	1	1	1	1	1	1	1	1	1	1	1	-	-	-	-	-	-	-	-	-	-	-
-	0	15	0	7	1000	348	5	6	6	100	200	108	24	2	45	-	-	-	1	1	1	1	1	1	1	1	1	1	1	1	-	-	-	-	-	-	-	-	-	-	-
-	0	14	0	7	3000	360	6	6	6	260	360	109	20	2	45	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	1	1	1	1	1	1	1	1	-	-	-
-	0	14	0	7	2500	372	6	6	6	260	360	110	21	2	45	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	1	1	1	1	1	1	1	1	-	-	-
-	0	14	0	8	2000	384	6	6	6	260	360	111	22	2	45	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	1	1	1	1	1	1	1	1	-	-	-
-	0	15	0	8	1500	396	6	6	6	260	360	112	23	2	45	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	1	1	1	1	1	1	1	1	-	-	-
T	0	15	0	8	1000	408	6	6	6	260	360	113	24	2	50	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	1	1	1	1	1	1	1	1	-	-	-
L	0	0	15	7	3000	360	2	6	9	200	360	124	25	2	50	-	-	-	-	-	-	-	1	1	1	1	1	1	1	1	1	1	1	1	1	-	-	-	-	-	-
-	0	0	16	7	2500	372	2	6	9	200	360	125	26	2	50	-	-	-	-	-	-	-	1	1	1	1	1	1	1	1	1	1	1	1	1	-	-	-	-	-	-
-	0	0	16	8	2000	384	3	6	9	200	360	126	27	2	50	-	-	-	-	-	-	-	1	1	1	1	1	1	1	1	1	1	1	1	1	-	-	-	-	-	-
-	0	0	17	8	1500	396	3	6	9	200	360	127	28	2	50	-	-	-	-	-	-	-	1	1	1	1	1	1	1	1	1	1	1	1	1	-	-	-	-	-	-
-	0	0	17	8	1000	408	4	6	9	200	360	128	29	2	50	-	-	-	-	-	-	-	1	1	1	1	1	1	1	1	1	1	1	1	1	-	-	-	-	-	-
-	0	0	16	8	3000	420	4	6	9	200	360	129	30	2	50	-	-	-	-	-	-	-	-	-	-	-	-	1	1	1	1	1	1	1	1	1	1	-	-	-	-
-	0	0	16	9	2500	432	5	6	9	200	360	130	31	2	50	-	-	-	-	-	-	-	-	-	-	-	-	1	1	1	1	1	1	1	1	1	1	-	-	-	-
-	0	0	17	9	2000	444	5	6	9	200	360	131	32	2	50	-	-	-	-	-	-	-	-	-	-	-	-	1	1	1	1	1	1	1	1	1	1	-	-	-	-
-	0	0	17	9	1500	456	6	6	9	200	360	132	33	2	50	-	-	-	-	-	-	-	-	-	-	-	-	1	1	1	1	1	1	1	1	1	1	-	-	-	-
T	0	0	18	9	1000	468	6	6	9	200	360	133	34	2	50	-	-	-	-	-	-	-	-	-	-	-	-	1	1	1	1	1	1	1	1	1	1	-	-	-	-
-	7	7	0	8	3000	420	2	6	12	100	400	144	30	2	60	-	-	-	1	1	1	-	-	-	-	-	-	-	1	1	1	-	-	-	1	1	1	-	-	-	-
-	7	7	0	9	2500	432	2	6	12	100	400	145	30	2	60	-	-	-	1	1	1	-	-	-	-	-	-	-	1	1	1	-	-	-	1	1	1	-	-	-	-
-	7	7	0	9	2000	444	3	6	12	100	400	146	30	2	60	-	-	-	1	1	1	-	-	-	-	-	-	-	1	1	1	-	-	-	1	1	1	-	-	-	-
-	8	8	0	9	1500	456	3	6	12	100	400	147	30	2	60	-	-	-	1	1	1	-	-	-	-	-	-	-	1	1	1	-	-	-	1	1	1	-	-	-	-
-	8	8	0	9	1000	468	4	6	12	100	400	148	30	2	60	-	-	-	1	1	1	-	-	-	-	-	-	-	1	1	1	-	-	-	1	1	1	-	-	-	-
-	8	8	0	10	3000	480	4	6	12	100	400	149	30	2	60	-	-	-	-	-	-	1	1	1	-	-	-	-	-	-	-	1	1	1	-	-	-	1	1	1	-
-	8	8	0	10	2500	492	5	6	12	100	400	150	30	2	60	-	-	-	-	-	-	1	1	1	-	-	-	-	-	-	-	1	1	1	-	-	-	1	1	1	-
-	8	8	0	10	2000	504	5	6	12	100	400	151	30	2	60	-	-	-	-	-	-	1	1	1	-	-	-	-	-	-	-	1	1	1	-	-	-	1	1	1	-
-	9	9	0	10	1500	516	6	6	12	100	400	152	30	2	60	-	-	-	-	-	-	1	1	1	-	-	-	-	-	-	-	1	1	1	-	-	-	1	1	1	-
T	9	9	0	11	1000	528	6	6	12	100	400	153	30	2	60	-	-	-	-	-	-	1	1	1	-	-	-	-	-	-	-	1	1	1	-	-	-	1	1	1	-
L	9	0	9	11	3000	540	2	6	15	200	500	164	50	2	60	-	-	-	-	-	-	-	-	1	1	1	1	1	1	-	-	-	-	-	-	1	1	1	-	-	-
-	9	0	9	11	2500	552	2	6	15	200	500	165	50	2	60	-	-	-	-	-	-	-	-	1	1	1	1	1	1	-	-	-	-	-	-	1	1	1	-	-	-
-	9	0	9	11	2000	564	3	6	15	200	500	166	50	2	60	-	-	-	-	-	-	-	-	1	1	1	1	1	1	-	-	-	-	-	-	1	1	1	-	-	-
-	10	0	10	12	1500	576	3	6	15	200	500	167	50	2	60	-	-	-	-	-	-	-	-	1	1	1	1	1	1	-	-	-	-	-	-	1	1	1	-	-	-
-	10	0	10	12	1000	588	4	6	15	200	500	168	50	2	60	-	-	-	-	-	-	-	-	1	1	1	1	1	1	-	-	-	-	-	-	1	1	1	-	-	-
-	10	0	10	12	3000	600	4	6	15	200	500	169	50	2	60	-	-	-	-	-	-	-	-	-	-	1	1	1	1	1	1	-	-	-	-	-	-	1	1	1	-
-	10	0	10	12	2500	612	4	6	15	200	500	170	50	2	60	-	-	-	-	-	-	-	-	-	-	1	1	1	1	1	1	-	-	-	-	-	-	1	1	1	-
-	10	0	10	12	2000	624	5	6	15	200	500	171	50	2	60	-	-	-	-	-	-	-	-	-	-	1	1	1	1	1	1	-	-	-	-	-	-	1	1	1	-
-	11	0	11	13	1500	636	5	6	15	200	500	172	50	2	60	-	-	-	-	-	-	-	-	-	-	1	1	1	1	1	1	-	-	-	-	-	-	1	1	1	-
